TFMSC Report (Airport),,,,,
,,,,,
"From 01/01/2020 To 08/29/2020 | Airport=ATL, DFW, JFK, LAX, ORD | User Class=Air Carrier | Not Business Jet | Business Aviation=N",,,,,
Date,Airport,Flight Type,Aircraft Type,Departures,Departure Seats
1/7/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,153,"17,748"
1/7/20,ATL - Atlanta,Domestic,B734 - Boeing 737-400,0,0
1/7/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,104,"13,520"
1/7/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,58,"9,284"
1/7/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,112,"20,160"
1/7/20,ATL - Atlanta,Domestic,E75L - Embraer 175,11,946
1/7/20,ATL - Atlanta,Domestic,E75S - Embraer 175,4,344
1/7/20,ATL - Atlanta,Domestic,MD88 - Boeing (Douglas) MD 88,112,"17,024"
1/7/20,ATL - Atlanta,Domestic,MD90 - Boeing (Douglas) MD 90,51,"7,650"
1/7/20,ATL - Atlanta,Domestic,CRJ2 - Bombardier CRJ-200,69,"3,450"
1/7/20,ATL - Atlanta,Domestic,CRJ7 - Bombardier CRJ-700,2,140
1/7/20,ATL - Atlanta,Domestic,E135 - Embraer ERJ 135/140/Legacy,1,35
1/7/20,ATL - Atlanta,Domestic,E170 - Embraer 170,9,630
1/7/20,ATL - Atlanta,Domestic,E190 - Embraer 190,8,720
1/7/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,2,0
1/7/20,ATL - Atlanta,Domestic,AC50 - Aero Commander 500,1,4
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,A333 - Airbus A330-300,1,295
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,A35K - Airbus A350-1000,1,369
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,A388 - Airbus A380-800,1,550
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B744 - Boeing 747-400,2,960
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B772 - Boeing 777-200,3,915
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,5,"1,120"
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B752 - Boeing 757-200,1,200
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,8,992
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,A320 - Airbus A320 All Series,3,453
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,A321 - Airbus A321 All Series,3,555
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,18,"2,880"
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,3,726
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,5,"1,400"
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,E75S - Embraer 175,4,344
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,CRJ9 - Bombardier CRJ-900,1,90
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,6,210
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,16,"1,120"
1/7/20,DFW - Dallas/Ft. Worth,US to Foreign,E190 - Embraer 190,1,90
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B762 - Boeing 767-200,1,0
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B763 - Boeing 767-300,2,230
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,5,"1,525"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,0,0
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B77W - Boeing 777-300ER,1,224
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B752 - Boeing 757-200,15,"3,000"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,1,165
1/7/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,4,824
1/7/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,46,"5,764"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,16,"2,397"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,86,"15,805"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B712 - Boeing 717-200,2,232
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B737 - Boeing 737-700,1,130
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,206,"32,972"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,6,"1,080"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,4,968
1/7/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,2,560
1/7/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,19,"2,090"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,7,602
1/7/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,4,200
1/7/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,37,"2,590"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,61,"2,135"
1/7/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,19,950
1/7/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,68,"4,760"
1/7/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,10,"2,530"
1/7/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,18,"5,950"
1/7/20,JFK - New York,US to Foreign,A339 - A330-900neo,1,287
1/7/20,JFK - New York,US to Foreign,A346 - Airbus A340-600,3,"1,116"
1/7/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,4,"1,256"
1/7/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,4,"1,476"
1/7/20,JFK - New York,US to Foreign,A388 - Airbus A380-800,6,"3,300"
1/7/20,JFK - New York,US to Foreign,B744 - Boeing 747-400,7,"3,296"
1/7/20,JFK - New York,US to Foreign,B748 - Boeing 747-8,4,"1,456"
1/7/20,JFK - New York,US to Foreign,B763 - Boeing 767-300,5,"1,150"
1/7/20,JFK - New York,US to Foreign,B764 - Boeing 767-400,4,980
1/7/20,JFK - New York,US to Foreign,B772 - Boeing 777-200,13,"3,855"
1/7/20,JFK - New York,US to Foreign,B77L - Boeing 777-200LRF/LR,3,810
1/7/20,JFK - New York,US to Foreign,B77W - Boeing 777-300ER,24,"5,376"
1/7/20,JFK - New York,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
1/7/20,JFK - New York,US to Foreign,B752 - Boeing 757-200,5,"1,000"
1/7/20,JFK - New York,US to Foreign,A20N - Airbus A320 Neo,2,330
1/7/20,JFK - New York,US to Foreign,A21N - Airbus A-321 Neo,2,412
1/7/20,JFK - New York,US to Foreign,A318 - Airbus A318,1,107
1/7/20,JFK - New York,US to Foreign,A319 - Airbus A319,3,372
1/7/20,JFK - New York,US to Foreign,A320 - Airbus A320 All Series,27,"4,182"
1/7/20,JFK - New York,US to Foreign,A321 - Airbus A321 All Series,22,"3,740"
1/7/20,JFK - New York,US to Foreign,B737 - Boeing 737-700,1,130
1/7/20,JFK - New York,US to Foreign,B738 - Boeing 737-800,21,"3,364"
1/7/20,JFK - New York,US to Foreign,B739 - Boeing 737-900,11,"1,980"
1/7/20,JFK - New York,US to Foreign,B788 - Boeing 787-800,3,726
1/7/20,JFK - New York,US to Foreign,B789 - Boeing 787-9 Dreamliner,14,"3,920"
1/7/20,JFK - New York,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,1,35
1/7/20,JFK - New York,US to Foreign,E190 - Embraer 190,2,180
1/7/20,JFK - New York,US to Foreign,B190 - Beech 1900/C-12J,1,19
1/7/20,JFK - New York,Domestic,A332 - Airbus A330-200,1,253
1/7/20,JFK - New York,Domestic,A333 - Airbus A330-300,1,335
1/7/20,JFK - New York,Domestic,B744 - Boeing 747-400,2,0
1/7/20,JFK - New York,Domestic,B748 - Boeing 747-8,0,0
1/7/20,JFK - New York,Domestic,B763 - Boeing 767-300,12,"2,760"
1/7/20,JFK - New York,Domestic,B77L - Boeing 777-200LRF/LR,2,270
1/7/20,JFK - New York,Domestic,B752 - Boeing 757-200,20,"4,000"
1/7/20,JFK - New York,Domestic,A21N - Airbus A-321 Neo,8,"1,648"
1/7/20,JFK - New York,Domestic,A319 - Airbus A319,8,992
1/7/20,JFK - New York,Domestic,A320 - Airbus A320 All Series,44,"6,807"
1/7/20,JFK - New York,Domestic,A321 - Airbus A321 All Series,70,"12,410"
1/7/20,JFK - New York,Domestic,B712 - Boeing 717-200,14,"1,624"
1/7/20,JFK - New York,Domestic,B738 - Boeing 737-800,21,"3,360"
1/7/20,JFK - New York,Domestic,B739 - Boeing 737-900,19,"3,420"
1/7/20,JFK - New York,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
1/7/20,JFK - New York,Domestic,BCS1 - Bombardier CS100,6,660
1/7/20,JFK - New York,Domestic,E75L - Embraer 175,2,172
1/7/20,JFK - New York,Domestic,E75S - Embraer 175,5,430
1/7/20,JFK - New York,Domestic,E135 - Embraer ERJ 135/140/Legacy,8,280
1/7/20,JFK - New York,Domestic,E145 - Embraer ERJ-145,2,100
1/7/20,JFK - New York,Domestic,E170 - Embraer 170,3,210
1/7/20,JFK - New York,Domestic,E190 - Embraer 190,27,"2,430"
1/7/20,JFK - New York,Domestic,-1 - unknown,1,0
1/7/20,LAX - Los Angeles,US to Foreign,A306 - Airbus A300 B4-600,1,0
1/7/20,LAX - Los Angeles,US to Foreign,A332 - Airbus A330-200,4,"1,012"
1/7/20,LAX - Los Angeles,US to Foreign,A333 - Airbus A330-300,3,965
1/7/20,LAX - Los Angeles,US to Foreign,A346 - Airbus A340-600,1,372
1/7/20,LAX - Los Angeles,US to Foreign,A359 - Airbus 350-900,5,"1,570"
1/7/20,LAX - Los Angeles,US to Foreign,A388 - Airbus A380-800,10,"5,500"
1/7/20,LAX - Los Angeles,US to Foreign,B744 - Boeing 747-400,9,"2,400"
1/7/20,LAX - Los Angeles,US to Foreign,B748 - Boeing 747-8,1,0
1/7/20,LAX - Los Angeles,US to Foreign,B762 - Boeing 767-200,1,0
1/7/20,LAX - Los Angeles,US to Foreign,B763 - Boeing 767-300,2,230
1/7/20,LAX - Los Angeles,US to Foreign,B772 - Boeing 777-200,5,"1,525"
1/7/20,LAX - Los Angeles,US to Foreign,B77L - Boeing 777-200LRF/LR,6,"1,350"
1/7/20,LAX - Los Angeles,US to Foreign,B77W - Boeing 777-300ER,27,"6,048"
1/7/20,LAX - Los Angeles,US to Foreign,B752 - Boeing 757-200,3,600
1/7/20,LAX - Los Angeles,US to Foreign,A20N - Airbus A320 Neo,1,165
1/7/20,LAX - Los Angeles,US to Foreign,A21N - Airbus A-321 Neo,1,206
1/7/20,LAX - Los Angeles,US to Foreign,A319 - Airbus A319,7,880
1/7/20,LAX - Los Angeles,US to Foreign,A320 - Airbus A320 All Series,19,"2,868"
1/7/20,LAX - Los Angeles,US to Foreign,A321 - Airbus A321 All Series,6,"1,035"
1/7/20,LAX - Los Angeles,US to Foreign,B737 - Boeing 737-700,4,520
1/7/20,LAX - Los Angeles,US to Foreign,B738 - Boeing 737-800,12,"1,926"
1/7/20,LAX - Los Angeles,US to Foreign,B739 - Boeing 737-900,3,540
1/7/20,LAX - Los Angeles,US to Foreign,B788 - Boeing 787-800,2,484
1/7/20,LAX - Los Angeles,US to Foreign,B789 - Boeing 787-9 Dreamliner,30,"8,400"
1/7/20,LAX - Los Angeles,US to Foreign,E75L - Embraer 175,4,344
1/7/20,LAX - Los Angeles,US to Foreign,E190 - Embraer 190,2,180
1/7/20,LAX - Los Angeles,Domestic,A332 - Airbus A330-200,5,"1,265"
1/7/20,LAX - Los Angeles,Domestic,B744 - Boeing 747-400,1,480
1/7/20,LAX - Los Angeles,Domestic,B748 - Boeing 747-8,2,364
1/7/20,LAX - Los Angeles,Domestic,B762 - Boeing 767-200,0,0
1/7/20,LAX - Los Angeles,Domestic,B763 - Boeing 767-300,13,"2,760"
1/7/20,LAX - Los Angeles,Domestic,B772 - Boeing 777-200,3,915
1/7/20,LAX - Los Angeles,Domestic,B77L - Boeing 777-200LRF/LR,2,540
1/7/20,LAX - Los Angeles,Domestic,B78X - Boeing 787-10 Dreamliner,2,646
1/7/20,LAX - Los Angeles,Domestic,B752 - Boeing 757-200,26,"5,000"
1/7/20,LAX - Los Angeles,Domestic,B753 - Boeing 757-300,7,"1,680"
1/7/20,LAX - Los Angeles,Domestic,A20N - Airbus A320 Neo,2,330
1/7/20,LAX - Los Angeles,Domestic,A21N - Airbus A-321 Neo,10,"2,060"
1/7/20,LAX - Los Angeles,Domestic,A319 - Airbus A319,40,"5,032"
1/7/20,LAX - Los Angeles,Domestic,A320 - Airbus A320 All Series,35,"5,247"
1/7/20,LAX - Los Angeles,Domestic,A321 - Airbus A321 All Series,92,"16,720"
1/7/20,LAX - Los Angeles,Domestic,B734 - Boeing 737-400,1,145
1/7/20,LAX - Los Angeles,Domestic,B737 - Boeing 737-700,92,"11,960"
1/7/20,LAX - Los Angeles,Domestic,B738 - Boeing 737-800,80,"12,830"
1/7/20,LAX - Los Angeles,Domestic,B739 - Boeing 737-900,59,"10,620"
1/7/20,LAX - Los Angeles,Domestic,B788 - Boeing 787-800,1,242
1/7/20,LAX - Los Angeles,Domestic,B789 - Boeing 787-9 Dreamliner,2,560
1/7/20,LAX - Los Angeles,Domestic,E75L - Embraer 175,77,"6,622"
1/7/20,LAX - Los Angeles,Domestic,E75S - Embraer 175,28,"2,408"
1/7/20,LAX - Los Angeles,Domestic,CRJ2 - Bombardier CRJ-200,28,"1,400"
1/7/20,LAX - Los Angeles,Domestic,CRJ7 - Bombardier CRJ-700,28,"1,960"
1/7/20,ORD - Chicago,US to Foreign,A332 - Airbus A330-200,1,290
1/7/20,ORD - Chicago,US to Foreign,A333 - Airbus A330-300,5,"1,555"
1/7/20,ORD - Chicago,US to Foreign,A346 - Airbus A340-600,1,372
1/7/20,ORD - Chicago,US to Foreign,A359 - Airbus 350-900,1,314
1/7/20,ORD - Chicago,US to Foreign,B744 - Boeing 747-400,1,480
1/7/20,ORD - Chicago,US to Foreign,B748 - Boeing 747-8,4,728
1/7/20,ORD - Chicago,US to Foreign,B763 - Boeing 767-300,4,920
1/7/20,ORD - Chicago,US to Foreign,B772 - Boeing 777-200,7,"2,135"
1/7/20,ORD - Chicago,US to Foreign,B77L - Boeing 777-200LRF/LR,5,810
1/7/20,ORD - Chicago,US to Foreign,B77W - Boeing 777-300ER,10,"2,240"
1/7/20,ORD - Chicago,US to Foreign,A20N - Airbus A320 Neo,1,165
1/7/20,ORD - Chicago,US to Foreign,A21N - Airbus A-321 Neo,1,206
1/7/20,ORD - Chicago,US to Foreign,A319 - Airbus A319,4,514
1/7/20,ORD - Chicago,US to Foreign,A320 - Airbus A320 All Series,6,891
1/7/20,ORD - Chicago,US to Foreign,A321 - Airbus A321 All Series,3,555
1/7/20,ORD - Chicago,US to Foreign,B737 - Boeing 737-700,2,260
1/7/20,ORD - Chicago,US to Foreign,B738 - Boeing 737-800,11,"1,776"
1/7/20,ORD - Chicago,US to Foreign,B739 - Boeing 737-900,6,"1,080"
1/7/20,ORD - Chicago,US to Foreign,B788 - Boeing 787-800,6,"1,452"
1/7/20,ORD - Chicago,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
1/7/20,ORD - Chicago,US to Foreign,E75L - Embraer 175,8,688
1/7/20,ORD - Chicago,US to Foreign,E75S - Embraer 175,11,946
1/7/20,ORD - Chicago,US to Foreign,CRJ2 - Bombardier CRJ-200,1,50
1/7/20,ORD - Chicago,US to Foreign,CRJ7 - Bombardier CRJ-700,6,420
1/7/20,ORD - Chicago,US to Foreign,CRJ9 - Bombardier CRJ-900,1,90
1/7/20,ORD - Chicago,US to Foreign,E145 - Embraer ERJ-145,1,50
1/7/20,ORD - Chicago,US to Foreign,E170 - Embraer 170,1,70
1/7/20,ORD - Chicago,Domestic,B744 - Boeing 747-400,2,480
1/7/20,ORD - Chicago,Domestic,B748 - Boeing 747-8,1,364
1/7/20,ORD - Chicago,Domestic,B763 - Boeing 767-300,7,"1,150"
1/7/20,ORD - Chicago,Domestic,B772 - Boeing 777-200,3,915
1/7/20,ORD - Chicago,Domestic,B77L - Boeing 777-200LRF/LR,0,0
1/7/20,ORD - Chicago,Domestic,B753 - Boeing 757-300,12,"2,880"
1/7/20,ORD - Chicago,Domestic,A20N - Airbus A320 Neo,2,330
1/7/20,ORD - Chicago,Domestic,A319 - Airbus A319,65,"8,270"
1/7/20,ORD - Chicago,Domestic,A320 - Airbus A320 All Series,45,"6,417"
1/7/20,ORD - Chicago,Domestic,A321 - Airbus A321 All Series,45,"8,220"
1/7/20,ORD - Chicago,Domestic,B712 - Boeing 717-200,26,"3,016"
1/7/20,ORD - Chicago,Domestic,B737 - Boeing 737-700,12,"1,560"
1/7/20,ORD - Chicago,Domestic,B738 - Boeing 737-800,130,"20,886"
1/7/20,ORD - Chicago,Domestic,B739 - Boeing 737-900,53,"9,540"
1/7/20,ORD - Chicago,Domestic,B788 - Boeing 787-800,3,726
1/7/20,ORD - Chicago,Domestic,B789 - Boeing 787-9 Dreamliner,1,280
1/7/20,ORD - Chicago,Domestic,E75L - Embraer 175,61,"5,246"
1/7/20,ORD - Chicago,Domestic,E75S - Embraer 175,5,430
1/7/20,ORD - Chicago,Domestic,MD88 - Boeing (Douglas) MD 88,4,608
1/7/20,ORD - Chicago,Domestic,MD90 - Boeing (Douglas) MD 90,1,150
1/7/20,ORD - Chicago,Domestic,CRJ2 - Bombardier CRJ-200,55,"2,750"
1/7/20,ORD - Chicago,Domestic,CRJ7 - Bombardier CRJ-700,148,"10,360"
1/7/20,ORD - Chicago,Domestic,CRJ9 - Bombardier CRJ-900,1,90
1/7/20,ORD - Chicago,Domestic,E135 - Embraer ERJ 135/140/Legacy,11,385
1/7/20,ORD - Chicago,Domestic,E145 - Embraer ERJ-145,111,"5,550"
1/7/20,ORD - Chicago,Domestic,E170 - Embraer 170,73,"5,110"
1/7/20,ORD - Chicago,Domestic,E190 - Embraer 190,7,630
1/7/20,ORD - Chicago,Domestic,E45X - Embraer ERJ 145 EX,2,100
1/7/20,ORD - Chicago,Domestic,B190 - Beech 1900/C-12J,1,19
1/8/20,ATL - Atlanta,US to Foreign,A332 - Airbus A330-200,1,253
1/8/20,ATL - Atlanta,US to Foreign,A333 - Airbus A330-300,7,"2,305"
1/8/20,ATL - Atlanta,US to Foreign,A346 - Airbus A340-600,1,372
1/8/20,ATL - Atlanta,US to Foreign,A359 - Airbus 350-900,2,628
1/8/20,ATL - Atlanta,US to Foreign,B744 - Boeing 747-400,1,480
1/8/20,ATL - Atlanta,US to Foreign,B748 - Boeing 747-8,2,364
1/8/20,ATL - Atlanta,US to Foreign,B763 - Boeing 767-300,3,690
1/8/20,ATL - Atlanta,US to Foreign,B764 - Boeing 767-400,4,980
1/8/20,ATL - Atlanta,US to Foreign,B772 - Boeing 777-200,3,860
1/8/20,ATL - Atlanta,US to Foreign,B77L - Boeing 777-200LRF/LR,4,810
1/8/20,ATL - Atlanta,US to Foreign,B77W - Boeing 777-300ER,1,224
1/8/20,ATL - Atlanta,US to Foreign,B78X - Boeing 787-10 Dreamliner,1,323
1/8/20,ATL - Atlanta,US to Foreign,B752 - Boeing 757-200,7,"1,400"
1/8/20,ATL - Atlanta,US to Foreign,A319 - Airbus A319,2,248
1/8/20,ATL - Atlanta,US to Foreign,A320 - Airbus A320 All Series,1,150
1/8/20,ATL - Atlanta,US to Foreign,B737 - Boeing 737-700,4,520
1/8/20,ATL - Atlanta,US to Foreign,B738 - Boeing 737-800,13,"2,080"
1/8/20,ATL - Atlanta,US to Foreign,B739 - Boeing 737-900,19,"3,420"
1/8/20,ATL - Atlanta,US to Foreign,B789 - Boeing 787-9 Dreamliner,1,280
1/8/20,ATL - Atlanta,US to Foreign,E75S - Embraer 175,4,344
1/8/20,ATL - Atlanta,US to Foreign,MD88 - Boeing (Douglas) MD 88,7,"1,064"
1/8/20,ATL - Atlanta,Domestic,A333 - Airbus A330-300,2,670
1/8/20,ATL - Atlanta,Domestic,B744 - Boeing 747-400,1,480
1/8/20,ATL - Atlanta,Domestic,B748 - Boeing 747-8,2,728
1/8/20,ATL - Atlanta,Domestic,B762 - Boeing 767-200,1,0
1/8/20,ATL - Atlanta,Domestic,B763 - Boeing 767-300,9,"1,840"
1/8/20,ATL - Atlanta,Domestic,B772 - Boeing 777-200,2,610
1/8/20,ATL - Atlanta,Domestic,B77L - Boeing 777-200LRF/LR,3,810
1/8/20,ATL - Atlanta,Domestic,B752 - Boeing 757-200,74,"14,800"
1/8/20,ATL - Atlanta,Domestic,B753 - Boeing 757-300,7,"1,680"
1/8/20,ATL - Atlanta,Domestic,A20N - Airbus A320 Neo,6,990
1/8/20,ATL - Atlanta,Domestic,A319 - Airbus A319,22,"2,800"
1/8/20,ATL - Atlanta,Domestic,A320 - Airbus A320 All Series,49,"7,386"
1/8/20,ATL - Atlanta,Domestic,A321 - Airbus A321 All Series,107,"19,750"
1/8/20,ATL - Atlanta,Domestic,B712 - Boeing 717-200,155,"17,980"
1/8/20,ATL - Atlanta,Domestic,B737 - Boeing 737-700,105,"13,650"
1/8/20,ATL - Atlanta,Domestic,B738 - Boeing 737-800,56,"8,962"
1/8/20,ATL - Atlanta,Domestic,B739 - Boeing 737-900,109,"19,620"
1/8/20,ATL - Atlanta,Domestic,E75L - Embraer 175,16,"1,376"
1/8/20,ATL - Atlanta,Domestic,E75S - Embraer 175,2,172
1/8/20,ATL - Atlanta,Domestic,MD88 - Boeing (Douglas) MD 88,116,"17,632"
1/8/20,ATL - Atlanta,Domestic,MD90 - Boeing (Douglas) MD 90,48,"7,200"
1/8/20,ATL - Atlanta,Domestic,CRJ2 - Bombardier CRJ-200,70,"3,500"
1/8/20,ATL - Atlanta,Domestic,CRJ7 - Bombardier CRJ-700,3,210
1/8/20,ATL - Atlanta,Domestic,E170 - Embraer 170,7,490
1/8/20,ATL - Atlanta,Domestic,E190 - Embraer 190,7,630
1/8/20,ATL - Atlanta,Domestic,B190 - Beech 1900/C-12J,2,0
1/8/20,ATL - Atlanta,Domestic,E35L - Embraer 135 LR,0,0
1/8/20,ATL - Atlanta,Domestic,AC50 - Aero Commander 500,1,4
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A332 - Airbus A330-200,1,0
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A343 - Airbus A340-300,1,335
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A35K - Airbus A350-1000,1,369
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A388 - Airbus A380-800,1,550
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B744 - Boeing 747-400,1,480
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B772 - Boeing 777-200,4,"1,220"
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B77L - Boeing 777-200LRF/LR,1,270
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B77W - Boeing 777-300ER,5,"1,120"
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B752 - Boeing 757-200,1,200
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A319 - Airbus A319,9,"1,122"
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A320 - Airbus A320 All Series,4,600
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,A321 - Airbus A321 All Series,4,740
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B738 - Boeing 737-800,17,"2,720"
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B788 - Boeing 787-800,3,726
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,B789 - Boeing 787-9 Dreamliner,5,"1,400"
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,E75S - Embraer 175,4,344
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,CRJ9 - Bombardier CRJ-900,1,90
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,E135 - Embraer ERJ 135/140/Legacy,5,175
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,E170 - Embraer 170,15,"1,050"
1/8/20,DFW - Dallas/Ft. Worth,US to Foreign,E190 - Embraer 190,1,90
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B744 - Boeing 747-400,3,480
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B748 - Boeing 747-8,2,364
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B762 - Boeing 767-200,1,0
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B763 - Boeing 767-300,1,0
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B772 - Boeing 777-200,5,"1,525"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B77L - Boeing 777-200LRF/LR,1,270
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B77W - Boeing 777-300ER,0,0
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B752 - Boeing 757-200,16,"3,200"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,A20N - Airbus A320 Neo,2,330
1/8/20,DFW - Dallas/Ft. Worth,Domestic,A21N - Airbus A-321 Neo,3,618
1/8/20,DFW - Dallas/Ft. Worth,Domestic,A319 - Airbus A319,48,"6,006"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,A320 - Airbus A320 All Series,19,"2,856"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,A321 - Airbus A321 All Series,107,"19,675"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B712 - Boeing 717-200,3,348
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B737 - Boeing 737-700,2,260
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B738 - Boeing 737-800,211,"33,772"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B739 - Boeing 737-900,3,540
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B788 - Boeing 787-800,3,726
1/8/20,DFW - Dallas/Ft. Worth,Domestic,B789 - Boeing 787-9 Dreamliner,3,840
1/8/20,DFW - Dallas/Ft. Worth,Domestic,BCS1 - Bombardier CS100,19,"2,090"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,E75L - Embraer 175,7,602
1/8/20,DFW - Dallas/Ft. Worth,Domestic,CRJ2 - Bombardier CRJ-200,5,250
1/8/20,DFW - Dallas/Ft. Worth,Domestic,CRJ7 - Bombardier CRJ-700,39,"2,730"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,E135 - Embraer ERJ 135/140/Legacy,59,"2,065"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,E145 - Embraer ERJ-145,21,"1,050"
1/8/20,DFW - Dallas/Ft. Worth,Domestic,E170 - Embraer 170,74,"5,180"
1/8/20,JFK - New York,US to Foreign,A332 - Airbus A330-200,9,"2,314"
1/8/20,JFK - New York,US to Foreign,A333 - Airbus A330-300,15,"4,985"
1/8/20,JFK - New York,US to Foreign,A339 - A330-900neo,1,287
1/8/20,JFK - New York,US to Foreign,A343 - Airbus A340-300,1,335
1/8/20,JFK - New York,US to Foreign,A346 - Airbus A340-600,4,"1,488"
1/8/20,JFK - New York,US to Foreign,A359 - Airbus 350-900,4,"1,256"
1/8/20,JFK - New York,US to Foreign,A35K - Airbus A350-1000,5,"1,845"
